Datasource,Campaign,Daily,Clicks,Impressions
Facebook Ads,Pickerl-Erinnerung,05/09/19,2,138
Facebook Ads,Pickerl-Erinnerung,05/10/19,1,196
Facebook Ads,Pickerl-Erinnerung,05/11/19,4,185
Facebook Ads,Pickerl-Erinnerung,05/12/19,2,254
Facebook Ads,Pickerl-Erinnerung,05/13/19,6,340
Facebook Ads,Pickerl-Erinnerung,05/14/19,1,280
Facebook Ads,Pickerl-Erinnerung,05/15/19,5,201
Facebook Ads,Pickerl-Erinnerung,05/16/19,0,182
Facebook Ads,Pickerl-Erinnerung,05/17/19,1,158
Facebook Ads,Pickerl-Erinnerung,05/18/19,1,176
Facebook Ads,Pickerl-Erinnerung,05/19/19,0,331
Facebook Ads,Pickerl-Erinnerung,05/20/19,3,386
Facebook Ads,Pickerl-Erinnerung,05/21/19,6,307
Facebook Ads,Pickerl-Erinnerung,05/22/19,2,227
Facebook Ads,Pickerl-Erinnerung,05/23/19,1,213
Facebook Ads,Pickerl-Erinnerung,05/24/19,2,214
Facebook Ads,Pickerl-Erinnerung,05/25/19,0,229
Facebook Ads,Pickerl-Erinnerung,05/26/19,0,234
Facebook Ads,Pickerl-Erinnerung,05/27/19,0,145
Facebook Ads,Pickerl-Erinnerung,05/28/19,2,127
Facebook Ads,Pickerl-Erinnerung,05/29/19,8,137
Facebook Ads,Pickerl-Erinnerung,05/30/19,2,180
Facebook Ads,Pickerl-Erinnerung,05/31/19,5,163
Facebook Ads,Pickerl-Erinnerung,06/01/19,0,141
Facebook Ads,Pickerl-Erinnerung,06/02/19,3,147
Facebook Ads,Pickerl-Erinnerung,06/03/19,3,192
Facebook Ads,Pickerl-Erinnerung,06/04/19,0,343
Facebook Ads,Pickerl-Erinnerung,06/05/19,3,219
Facebook Ads,Pickerl-Erinnerung,06/06/19,3,216
Facebook Ads,Pickerl-Erinnerung,06/07/19,2,159
Facebook Ads,Pickerl-Erinnerung,06/08/19,1,146
Facebook Ads,Pickerl-Erinnerung,06/09/19,1,153
Facebook Ads,Pickerl-Erinnerung,06/10/19,2,231
Facebook Ads,Pickerl-Erinnerung,06/11/19,0,118
Facebook Ads,Pickerl-Erinnerung,06/12/19,3,109
Facebook Ads,Pickerl-Erinnerung,06/13/19,7,83
Facebook Ads,Pickerl-Erinnerung,06/14/19,3,70
Facebook Ads,Pickerl-Erinnerung,06/15/19,1,95
Facebook Ads,Pickerl-Erinnerung,06/16/19,0,55
Facebook Ads,Pickerl-Erinnerung,06/17/19,0,124
Facebook Ads,Pickerl-Erinnerung,06/18/19,1,112
Facebook Ads,Pickerl-Erinnerung,06/19/19,4,148
Facebook Ads,Pickerl-Erinnerung,06/20/19,1,191
Facebook Ads,Pickerl-Erinnerung,06/21/19,4,179
Facebook Ads,Pickerl-Erinnerung,06/22/19,1,125
Facebook Ads,Pickerl-Erinnerung,06/23/19,5,127
Facebook Ads,Pickerl-Erinnerung,06/24/19,2,269
Facebook Ads,Pickerl-Erinnerung,06/25/19,3,226
Facebook Ads,Pickerl-Erinnerung,06/26/19,6,310
Facebook Ads,Pickerl-Erinnerung,06/27/19,4,323
Facebook Ads,Pickerl-Erinnerung,06/28/19,5,507
Facebook Ads,Pickerl-Erinnerung,06/29/19,2,262
Facebook Ads,Pickerl-Erinnerung,06/30/19,3,116
Facebook Ads,Pickerl-Erinnerung,07/01/19,3,351
Facebook Ads,Pickerl-Erinnerung,07/02/19,5,541
Facebook Ads,Pickerl-Erinnerung,07/03/19,3,215
Facebook Ads,Pickerl-Erinnerung,07/04/19,0,220
Facebook Ads,Pickerl-Erinnerung,07/05/19,3,305
Facebook Ads,Pickerl-Erinnerung,07/06/19,1,92
Facebook Ads,Pickerl-Erinnerung,07/07/19,0,21
Facebook Ads,Pickerl-Erinnerung,07/08/19,0,26
Facebook Ads,Pickerl-Erinnerung,07/09/19,0,66
Facebook Ads,Pickerl-Erinnerung,07/10/19,3,54
Facebook Ads,Pickerl-Erinnerung,07/11/19,4,73
Facebook Ads,Pickerl-Erinnerung,07/12/19,2,160
Facebook Ads,Pickerl-Erinnerung,07/13/19,1,183
Facebook Ads,Pickerl-Erinnerung,07/14/19,3,429
Facebook Ads,Pickerl-Erinnerung,07/15/19,2,472
Facebook Ads,Pickerl-Erinnerung,07/16/19,0,369
Facebook Ads,Pickerl-Erinnerung,07/17/19,5,333
Facebook Ads,Pickerl-Erinnerung,07/18/19,4,370
Facebook Ads,Pickerl-Erinnerung,07/19/19,0,312
Facebook Ads,Pickerl-Erinnerung,07/20/19,0,290
Facebook Ads,Pickerl-Erinnerung,07/21/19,2,238
Facebook Ads,Pickerl-Erinnerung,07/22/19,2,273
Facebook Ads,Pickerl-Erinnerung,07/23/19,3,277
Facebook Ads,Pickerl-Erinnerung,07/24/19,3,263
Facebook Ads,Pickerl-Erinnerung,07/25/19,6,178
Facebook Ads,Pickerl-Erinnerung,07/26/19,2,159
Facebook Ads,Pickerl-Erinnerung,07/27/19,3,243
Facebook Ads,Pickerl-Erinnerung,07/28/19,3,275
Facebook Ads,Pickerl-Erinnerung,07/29/19,0,464
Facebook Ads,Pickerl-Erinnerung,07/30/19,5,573
Facebook Ads,Pickerl-Erinnerung,07/31/19,2,442
Facebook Ads,Pickerl-Erinnerung,08/01/19,3,288
Facebook Ads,Pickerl-Erinnerung,08/02/19,2,299
Facebook Ads,Pickerl-Erinnerung,08/03/19,0,71
Facebook Ads,Pickerl-Erinnerung,08/04/19,2,107
Facebook Ads,Pickerl-Erinnerung,08/05/19,0,150
Facebook Ads,Pickerl-Erinnerung,08/06/19,3,152
Facebook Ads,Pickerl-Erinnerung,08/07/19,3,207
Facebook Ads,Pickerl-Erinnerung,08/08/19,2,265
Facebook Ads,Pickerl-Erinnerung,08/09/19,1,230
Facebook Ads,Pickerl-Erinnerung,08/10/19,1,163
Facebook Ads,Pickerl-Erinnerung,08/11/19,0,358
Facebook Ads,Pickerl-Erinnerung,08/12/19,0,171
Facebook Ads,Pickerl-Erinnerung,08/13/19,1,137
Facebook Ads,Pickerl-Erinnerung,08/14/19,5,105
Facebook Ads,Pickerl-Erinnerung,08/15/19,1,76
Facebook Ads,Pickerl-Erinnerung,08/16/19,2,102
Facebook Ads,Pickerl-Erinnerung,08/17/19,1,74
Facebook Ads,Pickerl-Erinnerung,08/18/19,1,78
Facebook Ads,Pickerl-Erinnerung,08/19/19,1,111
Facebook Ads,Pickerl-Erinnerung,08/20/19,1,114
Facebook Ads,Pickerl-Erinnerung,08/21/19,1,111
Facebook Ads,Pickerl-Erinnerung,08/22/19,2,139
Facebook Ads,Pickerl-Erinnerung,08/23/19,1,96
Facebook Ads,Pickerl-Erinnerung,08/24/19,0,89
Facebook Ads,Pickerl-Erinnerung,08/25/19,1,107
Facebook Ads,Pickerl-Erinnerung,08/26/19,5,206
Facebook Ads,Pickerl-Erinnerung,08/27/19,2,224
Facebook Ads,Pickerl-Erinnerung,08/28/19,5,239
Facebook Ads,Pickerl-Erinnerung,08/29/19,2,188
Facebook Ads,Pickerl-Erinnerung,08/30/19,1,208
Facebook Ads,Pickerl-Erinnerung,08/31/19,0,236
Facebook Ads,Pickerl-Erinnerung,09/01/19,5,385
Facebook Ads,Pickerl-Erinnerung,09/02/19,1,277
Facebook Ads,Pickerl-Erinnerung,09/03/19,0,238
Facebook Ads,Pickerl-Erinnerung,09/04/19,1,291
Facebook Ads,Pickerl-Erinnerung,09/05/19,1,311
Facebook Ads,Pickerl-Erinnerung,09/06/19,2,418
Facebook Ads,Pickerl-Erinnerung,09/07/19,2,310
Facebook Ads,Pickerl-Erinnerung,09/08/19,2,304
Facebook Ads,Pickerl-Erinnerung,09/09/19,1,309
Facebook Ads,Pickerl-Erinnerung,09/10/19,1,284
Facebook Ads,Pickerl-Erinnerung,09/11/19,2,332
Facebook Ads,Pickerl-Erinnerung,09/12/19,1,378
Facebook Ads,Pickerl-Erinnerung,09/13/19,2,242
Facebook Ads,Pickerl-Erinnerung,09/14/19,3,317
Facebook Ads,Pickerl-Erinnerung,09/15/19,2,414
Facebook Ads,Pickerl-Erinnerung,09/16/19,3,318
Facebook Ads,Pickerl-Erinnerung,09/17/19,2,305
Facebook Ads,Pickerl-Erinnerung,09/18/19,3,411
Facebook Ads,Pickerl-Erinnerung,09/19/19,4,454
Facebook Ads,Pickerl-Erinnerung,09/20/19,0,282
Facebook Ads,Pickerl-Erinnerung,09/21/19,1,374
Facebook Ads,Pickerl-Erinnerung,09/22/19,1,285
Facebook Ads,Pickerl-Erinnerung,09/23/19,1,183
Facebook Ads,Pickerl-Erinnerung,09/24/19,1,212
Facebook Ads,Pickerl-Erinnerung,09/25/19,2,184
Facebook Ads,Pickerl-Erinnerung,09/26/19,8,516
Facebook Ads,Pickerl-Erinnerung,09/27/19,8,482
Facebook Ads,Pickerl-Erinnerung,09/28/19,2,156
Facebook Ads,Pickerl-Erinnerung,09/29/19,5,130
Facebook Ads,Pickerl-Erinnerung,09/30/19,6,198
Facebook Ads,Pickerl-Erinnerung,10/01/19,3,117
Facebook Ads,Pickerl-Erinnerung,10/02/19,1,79
Facebook Ads,Pickerl-Erinnerung,10/03/19,1,273
Facebook Ads,Pickerl-Erinnerung,10/04/19,3,172
Facebook Ads,Pickerl-Erinnerung,10/05/19,1,130
Facebook Ads,Pickerl-Erinnerung,10/06/19,1,85
Facebook Ads,Pickerl-Erinnerung,10/07/19,10,353
Facebook Ads,Pickerl-Erinnerung,10/08/19,13,521
Facebook Ads,Pickerl-Erinnerung,10/09/19,12,671
Facebook Ads,Pickerl-Erinnerung,10/10/19,14,795
Facebook Ads,Pickerl-Erinnerung,10/11/19,2,370
Facebook Ads,Pickerl-Erinnerung,10/12/19,11,510
Facebook Ads,Pickerl-Erinnerung,10/13/19,18,723
Facebook Ads,Pickerl-Erinnerung,10/14/19,6,700
Facebook Ads,Pickerl-Erinnerung,10/15/19,8,366
Facebook Ads,Pickerl-Erinnerung,10/16/19,14,620
Facebook Ads,Pickerl-Erinnerung,10/17/19,23,871
Facebook Ads,Pickerl-Erinnerung,10/18/19,18,769
Facebook Ads,Pickerl-Erinnerung,10/19/19,14,682
Facebook Ads,Pickerl-Erinnerung,10/20/19,12,786
Facebook Ads,Pickerl-Erinnerung,10/21/19,12,655
Facebook Ads,Pickerl-Erinnerung,10/22/19,3,729
Facebook Ads,Pickerl-Erinnerung,10/23/19,19,956
Facebook Ads,Pickerl-Erinnerung,10/24/19,12,1205
Facebook Ads,Pickerl-Erinnerung,10/25/19,19,1520
Facebook Ads,Pickerl-Erinnerung,10/26/19,17,1469
Facebook Ads,Pickerl-Erinnerung,10/27/19,19,1415
Facebook Ads,Pickerl-Erinnerung,10/28/19,15,1299
Facebook Ads,Pickerl-Erinnerung,10/29/19,8,736
Facebook Ads,Pickerl-Erinnerung,10/30/19,8,1146
Facebook Ads,Pickerl-Erinnerung,10/31/19,13,1340
Facebook Ads,Pickerl-Erinnerung,11/01/19,17,856
Facebook Ads,Pickerl-Erinnerung,11/02/19,16,1290
Facebook Ads,Pickerl-Erinnerung,11/03/19,14,1117
Facebook Ads,Pickerl-Erinnerung,11/04/19,12,1051
Facebook Ads,Pickerl-Erinnerung,11/05/19,9,843
Facebook Ads,Pickerl-Erinnerung,11/06/19,16,911
Facebook Ads,Pickerl-Erinnerung,11/07/19,25,1500
Facebook Ads,Pickerl-Erinnerung,11/08/19,15,1479
Facebook Ads,Pickerl-Erinnerung,11/09/19,13,1003
Facebook Ads,Pickerl-Erinnerung,11/10/19,9,488
Facebook Ads,Pickerl-Erinnerung,11/11/19,8,532
Facebook Ads,Pickerl-Erinnerung,11/12/19,3,304
Facebook Ads,Pickerl-Erinnerung,11/13/19,6,335
Facebook Ads,Pickerl-Erinnerung,11/14/19,17,539
Facebook Ads,Pickerl-Erinnerung,11/15/19,12,430
Facebook Ads,Pickerl-Erinnerung,11/16/19,17,488
Facebook Ads,Pickerl-Erinnerung,11/17/19,13,653
Facebook Ads,Pickerl-Erinnerung,11/18/19,12,643
Facebook Ads,Pickerl-Erinnerung,11/19/19,10,516
Facebook Ads,Pickerl-Erinnerung,11/20/19,16,533
Facebook Ads,Pickerl-Erinnerung,11/21/19,23,874
Facebook Ads,Pickerl-Erinnerung,11/22/19,17,754
Facebook Ads,Pickerl-Erinnerung,11/23/19,13,738
Facebook Ads,Pickerl-Erinnerung,11/24/19,25,694
Facebook Ads,Pickerl-Erinnerung,11/25/19,10,633
Facebook Ads,Pickerl-Erinnerung,11/26/19,7,263
Facebook Ads,Pickerl-Erinnerung,11/27/19,20,415
Facebook Ads,Pickerl-Erinnerung,11/28/19,18,756
Facebook Ads,Pickerl-Erinnerung,11/29/19,22,781
Facebook Ads,Pickerl-Erinnerung,11/30/19,9,588
Facebook Ads,Pickerl-Erinnerung,12/01/19,4,334
Facebook Ads,Pickerl-Erinnerung,12/02/19,3,133
Facebook Ads,Pickerl-Erinnerung,12/03/19,1,124
Facebook Ads,Pickerl-Erinnerung,12/04/19,4,118
Facebook Ads,Pickerl-Erinnerung,12/05/19,2,116
Facebook Ads,Pickerl-Erinnerung,12/06/19,2,106
Facebook Ads,Pickerl-Erinnerung,12/07/19,12,339
Facebook Ads,Pickerl-Erinnerung,12/08/19,18,465
Facebook Ads,Pickerl-Erinnerung,12/09/19,16,705
Facebook Ads,Pickerl-Erinnerung,12/10/19,16,513
Facebook Ads,Pickerl-Erinnerung,12/11/19,18,638
Facebook Ads,Pickerl-Erinnerung,12/12/19,22,953
Facebook Ads,Pickerl-Erinnerung,12/13/19,15,906
Facebook Ads,Pickerl-Erinnerung,12/14/19,21,697
Facebook Ads,Pickerl-Erinnerung,12/15/19,18,709
Facebook Ads,Pickerl-Erinnerung,12/16/19,18,700
Facebook Ads,Pickerl-Erinnerung,12/17/19,18,518
Facebook Ads,Pickerl-Erinnerung,12/18/19,21,593
Facebook Ads,Pickerl-Erinnerung,12/19/19,29,930
Facebook Ads,Pickerl-Erinnerung,12/20/19,35,867
Facebook Ads,Pickerl-Erinnerung,12/21/19,18,929
Facebook Ads,Pickerl-Erinnerung,12/22/19,25,1060
Facebook Ads,Pickerl-Erinnerung,12/23/19,12,796
Facebook Ads,Pickerl-Erinnerung,12/24/19,8,403
Facebook Ads,Pickerl-Erinnerung,12/25/19,12,952
Facebook Ads,Pickerl-Erinnerung,12/26/19,16,1042
Facebook Ads,Pickerl-Erinnerung,12/27/19,25,980
Facebook Ads,Pickerl-Erinnerung,12/28/19,26,1289
Facebook Ads,Pickerl-Erinnerung,12/29/19,36,1302
Facebook Ads,Pickerl-Erinnerung,12/30/19,30,1040
Facebook Ads,Pickerl-Erinnerung,12/31/19,20,648
Facebook Ads,Pickerl-Erinnerung,01/01/20,1,293
Facebook Ads,Pickerl-Erinnerung,01/02/20,0,163
Facebook Ads,Pickerl-Erinnerung,01/03/20,6,156
Facebook Ads,Pickerl-Erinnerung,01/04/20,1,144
Facebook Ads,Pickerl-Erinnerung,01/05/20,1,152
Facebook Ads,Pickerl-Erinnerung,01/06/20,6,101
Facebook Ads,Pickerl-Erinnerung,01/07/20,3,130
Facebook Ads,Pickerl-Erinnerung,01/08/20,2,99
Facebook Ads,Pickerl-Erinnerung,01/09/20,1,117
Facebook Ads,Pickerl-Erinnerung,01/10/20,2,104
Facebook Ads,Pickerl-Erinnerung,01/11/20,3,154
Facebook Ads,Pickerl-Erinnerung,01/12/20,0,126
Facebook Ads,Pickerl-Erinnerung,01/13/20,5,117
Facebook Ads,Pickerl-Erinnerung,01/14/20,2,98
Facebook Ads,Pickerl-Erinnerung,01/15/20,0,89
Facebook Ads,Pickerl-Erinnerung,01/16/20,7,129
Facebook Ads,Pickerl-Erinnerung,01/17/20,0,85
Facebook Ads,Pickerl-Erinnerung,01/18/20,4,116
Facebook Ads,Pickerl-Erinnerung,01/19/20,4,135
Facebook Ads,Pickerl-Erinnerung,01/20/20,2,104
Facebook Ads,Pickerl-Erinnerung,01/21/20,2,123
Facebook Ads,Pickerl-Erinnerung,01/22/20,2,63
Facebook Ads,Pickerl-Erinnerung,01/23/20,3,90
Facebook Ads,Pickerl-Erinnerung,01/24/20,4,51
Facebook Ads,Pickerl-Erinnerung,01/25/20,4,104
Facebook Ads,Pickerl-Erinnerung,01/26/20,4,160
Facebook Ads,Pickerl-Erinnerung,01/27/20,4,151
Facebook Ads,Pickerl-Erinnerung,01/28/20,2,174
Facebook Ads,Pickerl-Erinnerung,01/29/20,3,163
Facebook Ads,Pickerl-Erinnerung,01/30/20,4,183
Facebook Ads,Pickerl-Erinnerung,01/31/20,3,179
Facebook Ads,Pickerl-Erinnerung,02/01/20,4,112
Facebook Ads,Pickerl-Erinnerung,02/02/20,3,188
Facebook Ads,Pickerl-Erinnerung,02/03/20,6,193
Facebook Ads,Pickerl-Erinnerung,02/04/20,3,151
Facebook Ads,Pickerl-Erinnerung,02/05/20,4,159
Facebook Ads,Pickerl-Erinnerung,02/06/20,3,183
Facebook Ads,Pickerl-Erinnerung,02/07/20,1,221
Facebook Ads,Pickerl-Erinnerung,02/08/20,4,216
Facebook Ads,Pickerl-Erinnerung,02/09/20,2,299
Facebook Ads,Pickerl-Erinnerung,02/10/20,4,143
Facebook Ads,Pickerl-Erinnerung,02/11/20,7,155
Facebook Ads,Pickerl-Erinnerung,02/12/20,3,159
Facebook Ads,Pickerl-Erinnerung,02/13/20,0,235
Facebook Ads,Pickerl-Erinnerung,02/14/20,1,82
Facebook Ads,Rechtsschutz,02/17/19,0,13
Facebook Ads,Rechtsschutz,02/18/19,0,6
Facebook Ads,Rechtsschutz,02/19/19,1,12
Facebook Ads,Rechtsschutz,02/20/19,2,40
Facebook Ads,Rechtsschutz,02/21/19,1,17
Facebook Ads,Rechtsschutz,02/22/19,3,45
Facebook Ads,Rechtsschutz,02/23/19,1,30
Facebook Ads,Rechtsschutz,02/24/19,0,25
Facebook Ads,Rechtsschutz,02/25/19,0,10
Facebook Ads,Rechtsschutz,02/26/19,2,14
Facebook Ads,Rechtsschutz,02/27/19,2,29
Facebook Ads,Rechtsschutz,02/28/19,31,164087
Facebook Ads,Rechtsschutz,03/01/19,14,21745
Facebook Ads,Rechtsschutz,03/02/19,6,1894
Facebook Ads,Rechtsschutz,03/03/19,2,836
Facebook Ads,Rechtsschutz,03/04/19,5,513
Facebook Ads,Rechtsschutz,03/05/19,1,270
Facebook Ads,Rechtsschutz,03/06/19,4,394
Facebook Ads,Rechtsschutz,03/07/19,6,1465
Facebook Ads,Rechtsschutz,03/08/19,5,1341
Facebook Ads,Rechtsschutz,03/09/19,9,1514
Facebook Ads,Rechtsschutz,03/10/19,4,1461
Facebook Ads,Rechtsschutz,03/11/19,3,938
Facebook Ads,Rechtsschutz,03/12/19,6,522
Facebook Ads,Rechtsschutz,03/13/19,2,686
Facebook Ads,Rechtsschutz,03/14/19,6,1117
Facebook Ads,Rechtsschutz,03/15/19,7,1065
Facebook Ads,Rechtsschutz,03/16/19,5,983
Facebook Ads,Rechtsschutz,03/17/19,13,1089
Facebook Ads,Rechtsschutz,03/18/19,0,16
Facebook Ads,Rechtsschutz,03/19/19,3,26
Facebook Ads,Rechtsschutz,03/20/19,3,39
Facebook Ads,Rechtsschutz,03/21/19,1,37
Facebook Ads,Rechtsschutz,03/22/19,0,18
Facebook Ads,Rechtsschutz,03/23/19,1,12
Facebook Ads,Rechtsschutz,03/24/19,1,15
Facebook Ads,Rechtsschutz,03/25/19,0,11
Facebook Ads,Rechtsschutz,03/26/19,1,21
Facebook Ads,Rechtsschutz,03/27/19,2,52
Facebook Ads,Rechtsschutz,03/28/19,1,37
Facebook Ads,Rechtsschutz,03/29/19,0,36
Facebook Ads,Rechtsschutz,03/30/19,1,18
Facebook Ads,Rechtsschutz,03/31/19,0,4
Facebook Ads,Rechtsschutz,04/01/19,0,12
Facebook Ads,Rechtsschutz,04/02/19,0,13
Facebook Ads,Rechtsschutz,04/03/19,0,8
Facebook Ads,Rechtsschutz,04/04/19,1,6
Facebook Ads,Rechtsschutz,04/05/19,0,12
Facebook Ads,Rechtsschutz,04/06/19,0,9
Facebook Ads,Rechtsschutz,04/07/19,0,8
Facebook Ads,Rechtsschutz,04/08/19,0,7
Facebook Ads,Rechtsschutz,04/09/19,0,5
Facebook Ads,Rechtsschutz,04/10/19,1,39
Facebook Ads,Rechtsschutz,04/11/19,0,6
Facebook Ads,Rechtsschutz,04/12/19,1,17
Facebook Ads,Rechtsschutz,04/13/19,0,5
Facebook Ads,Rechtsschutz,04/14/19,0,3
Facebook Ads,Rechtsschutz,04/15/19,1,5
Facebook Ads,Rechtsschutz,04/16/19,0,10
Facebook Ads,Rechtsschutz,04/17/19,0,29
Facebook Ads,Rechtsschutz,04/18/19,0,7
Facebook Ads,Rechtsschutz,04/19/19,1,6
Facebook Ads,Rechtsschutz,04/20/19,3,17
Facebook Ads,Rechtsschutz,04/21/19,0,5
Facebook Ads,Rechtsschutz,04/22/19,0,1
Facebook Ads,Rechtsschutz,04/23/19,0,26
Facebook Ads,Rechtsschutz,04/24/19,2,15
Facebook Ads,Rechtsschutz,04/25/19,1,14
Facebook Ads,Rechtsschutz,04/26/19,1,4
Facebook Ads,Rechtsschutz,04/27/19,0,3
Facebook Ads,Rechtsschutz,04/28/19,1,3
Facebook Ads,Rechtsschutz,04/30/19,1,6
Facebook Ads,Rechtsschutz,05/01/19,0,4
Facebook Ads,Rechtsschutz,05/02/19,1,2
Facebook Ads,Rechtsschutz,05/03/19,0,6
Facebook Ads,Rechtsschutz,05/04/19,1,9
Facebook Ads,Rechtsschutz,05/06/19,0,1
Facebook Ads,Rechtsschutz,05/07/19,0,8
Facebook Ads,Rechtsschutz,05/08/19,2,5
Facebook Ads,Rechtsschutz,05/09/19,0,2
Facebook Ads,Rechtsschutz,05/10/19,1,8
Facebook Ads,Rechtsschutz,05/11/19,1,3
Facebook Ads,Rechtsschutz,05/12/19,1,2
Facebook Ads,Rechtsschutz,05/13/19,0,4
Facebook Ads,Rechtsschutz,05/14/19,0,2
Facebook Ads,Rechtsschutz,05/15/19,0,1
Facebook Ads,Rechtsschutz,05/16/19,0,6
Facebook Ads,Rechtsschutz,05/17/19,0,1
Facebook Ads,Rechtsschutz,05/18/19,0,2
Facebook Ads,Rechtsschutz,05/19/19,3,2
Facebook Ads,Rechtsschutz,05/20/19,0,4
Facebook Ads,Rechtsschutz,05/21/19,0,8
Facebook Ads,Rechtsschutz,05/22/19,2,10
Facebook Ads,Rechtsschutz,05/23/19,0,3
Facebook Ads,Rechtsschutz,05/24/19,0,1
Facebook Ads,Rechtsschutz,05/25/19,0,2
Facebook Ads,Rechtsschutz,05/27/19,0,3
Facebook Ads,Rechtsschutz,05/28/19,0,1
Facebook Ads,Rechtsschutz,05/29/19,0,5
Facebook Ads,Rechtsschutz,05/30/19,0,3
Facebook Ads,Rechtsschutz,05/31/19,1,5
Facebook Ads,Rechtsschutz,06/21/19,0,1
Facebook Ads,Rechtsschutz,06/22/19,0,2
Facebook Ads,Rechtsschutz,06/23/19,0,1
Facebook Ads,Rechtsschutz,06/24/19,0,3
Facebook Ads,Rechtsschutz,06/25/19,0,6
Facebook Ads,Rechtsschutz,06/26/19,0,11
Facebook Ads,Rechtsschutz,06/27/19,1,10
Facebook Ads,Rechtsschutz,06/28/19,1,5
Facebook Ads,Rechtsschutz,06/29/19,1,3
Facebook Ads,Rechtsschutz,06/30/19,0,4
Facebook Ads,Rechtsschutz,07/01/19,0,1
Facebook Ads,Rechtsschutz,07/02/19,0,4
Facebook Ads,Rechtsschutz,07/03/19,1,4
Facebook Ads,Rechtsschutz,07/04/19,0,4
Facebook Ads,Rechtsschutz,07/05/19,1,5
Facebook Ads,Rechtsschutz,07/08/19,0,1
Facebook Ads,Rechtsschutz,07/09/19,1,4
Facebook Ads,Rechtsschutz,07/10/19,0,8
Facebook Ads,Rechtsschutz,07/11/19,0,5
Facebook Ads,Rechtsschutz,07/12/19,0,1
Facebook Ads,Rechtsschutz,07/13/19,0,1
Facebook Ads,Rechtsschutz,07/15/19,0,1
Facebook Ads,Rechtsschutz,07/16/19,1,5
Facebook Ads,Rechtsschutz,07/17/19,2,11
Facebook Ads,Rechtsschutz,07/18/19,0,2
Facebook Ads,Rechtsschutz,07/19/19,0,2
Facebook Ads,Rechtsschutz,07/20/19,0,2
Facebook Ads,Rechtsschutz,07/21/19,1,2
Facebook Ads,Rechtsschutz,07/22/19,1,5
Facebook Ads,Rechtsschutz,07/23/19,1,1
Facebook Ads,Rechtsschutz,07/24/19,0,4
Facebook Ads,Rechtsschutz,07/25/19,0,3
Facebook Ads,Rechtsschutz,07/26/19,1,4
Facebook Ads,Rechtsschutz,07/27/19,0,8
Facebook Ads,Rechtsschutz,07/29/19,0,1
Facebook Ads,Rechtsschutz,07/30/19,1,5
Facebook Ads,Rechtsschutz,07/31/19,2,1
Facebook Ads,Rechtsschutz,08/01/19,0,1
Facebook Ads,Rechtsschutz,08/02/19,1,2
Facebook Ads,Rechtsschutz,08/03/19,0,30
Facebook Ads,Rechtsschutz,08/06/19,0,3
Facebook Ads,Rechtsschutz,08/07/19,0,1
Facebook Ads,Rechtsschutz,08/08/19,1,4
Facebook Ads,Rechtsschutz,08/09/19,0,5
Facebook Ads,Rechtsschutz,08/10/19,1,6
Facebook Ads,Rechtsschutz,08/11/19,0,1
Facebook Ads,Rechtsschutz,08/13/19,0,9
Facebook Ads,Rechtsschutz,08/14/19,4,11
Facebook Ads,Rechtsschutz,08/15/19,0,4
Facebook Ads,Rechtsschutz,08/16/19,0,14
Facebook Ads,Rechtsschutz,08/18/19,0,1
Facebook Ads,Rechtsschutz,08/19/19,0,1
Facebook Ads,Rechtsschutz,08/20/19,0,5
Facebook Ads,Rechtsschutz,08/21/19,0,8
Facebook Ads,Rechtsschutz,08/22/19,0,5
Facebook Ads,Rechtsschutz,08/23/19,0,9
Facebook Ads,Rechtsschutz,08/24/19,0,1
Facebook Ads,Rechtsschutz,08/25/19,0,3
Facebook Ads,Rechtsschutz,08/26/19,1,1
Facebook Ads,Rechtsschutz,08/27/19,1,3
Facebook Ads,Rechtsschutz,08/28/19,0,7
Facebook Ads,Rechtsschutz,08/29/19,2,6
Facebook Ads,Rechtsschutz,08/30/19,0,2
Facebook Ads,Rechtsschutz,08/31/19,2,7
Facebook Ads,Rechtsschutz,09/01/19,0,6
Facebook Ads,Rechtsschutz,09/02/19,0,2
Facebook Ads,Rechtsschutz,09/03/19,0,6
Facebook Ads,Rechtsschutz,09/04/19,0,3
Facebook Ads,Rechtsschutz,09/05/19,0,2
Facebook Ads,Rechtsschutz,09/06/19,0,3
Facebook Ads,Rechtsschutz,09/07/19,0,5
Facebook Ads,Rechtsschutz,09/08/19,0,1
Facebook Ads,Rechtsschutz,09/10/19,0,1
Facebook Ads,Rechtsschutz,09/11/19,0,6
Facebook Ads,Rechtsschutz,09/12/19,2,4
Facebook Ads,Rechtsschutz,09/13/19,0,1
Facebook Ads,Rechtsschutz,09/14/19,1,3
Facebook Ads,Rechtsschutz,09/15/19,0,3
Facebook Ads,Rechtsschutz,09/16/19,1,5
Facebook Ads,Rechtsschutz,09/17/19,0,1
Facebook Ads,Rechtsschutz,09/18/19,1,4
Facebook Ads,Rechtsschutz,09/19/19,2,3
Facebook Ads,Rechtsschutz,09/20/19,0,6
Facebook Ads,Rechtsschutz,09/21/19,1,4
Facebook Ads,Rechtsschutz,09/22/19,1,11
Facebook Ads,Rechtsschutz,09/23/19,1,1
Facebook Ads,Rechtsschutz,09/24/19,1,2
Facebook Ads,Rechtsschutz,09/25/19,2,2
Facebook Ads,Rechtsschutz,09/26/19,1,3
Facebook Ads,Rechtsschutz,09/27/19,0,2
Facebook Ads,Rechtsschutz,09/28/19,1,9
